imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
112682,http://www.imdb.com/title/tt112682,The City of Lost Children (1995),7.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
114746,http://www.imdb.com/title/tt114746,Twelve Monkeys (1995),8.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
116839,http://www.imdb.com/title/tt116839,Lawnmower Man 2: Beyond Cyberspace (1996),2.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
114367,http://www.imdb.com/title/tt114367,Screamers (1995),6.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
118040,http://www.imdb.com/title/tt118040,Unforgettable (1996),6.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
113481,http://www.imdb.com/title/tt113481,Johnny Mnemonic (1995),5.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
113492,http://www.imdb.com/title/tt113492,Judge Dredd (1995),5.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
114508,http://www.imdb.com/title/tt114508,Species (1995),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyNTE0ODUzOF5BMl5BanBnXkFtZTcwNjY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
114898,http://www.imdb.com/title/tt114898,Waterworld (1995),6.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
110216,http://www.imdb.com/title/tt110216,Junior (1994),4.5,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
113948,http://www.imdb.com/title/tt113948,Nemesis 2: Nebula (1995),4.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzgxZTE4ZGMtOTYxNS00Nzc2LWExYTEtN2FhMzg5NGE4YmFhXkEyXkFqcGdeQXVyNjUyMTU4NzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
111282,http://www.imdb.com/title/tt111282,Stargate (1994),7.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
